Name,Category,Brand,ImageURL,PLU,Barcode,Package,Price
REFRESHING FRUIT BUBBLE MILK TEA MANGO 12/ 490 ML,Bebidas,Refreshing Fruit,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/25_1150,25,810118992407,Caja x12,17.52
REFRESHING FRUIT BUBBLE MILK TEA PEACH 12/ 490 ML,Bebidas,Refreshing Fruit,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/24_1149,24,810118992414,Caja x12,17.52
REFRESHING FRUIT BUBBLE MILK TEA STRAWBERRY 12/ 490 ML,Bebidas,Refreshing Fruit,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/23_1148,23,810118992391,Caja x12,17.52
REFRESHING FRUIT CHIA COCKTAIL DE FRUTAS 24/ 9.8 OZ,Bebidas,Refreshing Fruit,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/17_1112,17,810118991141,Caja x24,28.99
REFRESHING FRUIT CHIA GUANABANA 24/9.8 OZ,Bebidas,Refreshing Fruit,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/338_1118.jpg,338,810118990052,Caja x24,28.99
REFRESHING FRUIT CHIA KIWI 24/9.8OZ,Bebidas,Refreshing Fruit,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/21_1116,21,810118991479,Caja x12,28.99
REFRESHING FRUIT CHIA MANGO 24/9.8OZ,Bebidas,Refreshing Fruit,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/22_1117,22,810118991509,Caja x24,28.99
REFRESHING FRUIT CHIA PEACH 24/9.8OZ,Bebidas,Refreshing Fruit,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/19_1114,19,810118991486,Caja x24,28.99
REFRESHING FRUIT CHIA PINA 24/ 9.8 OZ,Bebidas,Refreshing Fruit,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/18_1113,18,810118991158,Caja x24,28.99
REFRESHING FRUIT CHIA STRAWBERRY 24/9.8OZ,Bebidas,Refreshing Fruit,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/20_1115,20,810118991493,Caja x24,28.99
REFRESHING FRUIT COCONUT WATER WITH PULP BOTTLE 12/ 485ML (16.4 OZ),Bebidas,Refreshing Fruit,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/37_1190,37,810118991028,Caja x12,18.00
REFRESHING FRUIT GREEN MULTIVITAMIN JUICE 8/25.4 OZ.,Bebidas,Refreshing Fruit,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/51_1205,51,850026673203,Caja x8,13.95
REFRESHING FRUIT HIBISCUS TEA MIXBERRIES 12/ 470 ML.,Bebidas,Refreshing Fruit,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/266_1155.jpg,266,810118992469,Caja x12,24.29
REFRESHING FRUIT HIBISCUS TEA ORIGINAL 12/ 470 ML.,Bebidas,Refreshing Fruit,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/265_1154.jpg,265,810118992452,Caja x12,24.29
REFRESHING FRUIT KIDS BLUE BERRY 24 /320 ML.,Bebidas,Refreshing Fruit,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/53_1210,53,810118991233,Caja x24,19.99
REFRESHING FRUIT KIDS FRUIT PUNCH 24 /320 ML.,Bebidas,Refreshing Fruit,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/54_1211,54,810118991257,Caja x24,19.99
REFRESHING FRUIT KIDS RED GRAPE 24 /320 ML.,Bebidas,Refreshing Fruit,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/55_1212,55,810118991240,Caja x24,19.99
REFRESHING FRUIT LATA AGUA DE COCO CON PULPA 24/ 500 ML.,Bebidas,Refreshing Fruit,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/131_1189,131,810118990175,Caja x24,30.48
REFRESHING FRUIT LATA APPLE 24/ 500 ML.,Bebidas,Refreshing Fruit,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/5_1097,5,810118990014,Caja x24,28.99
REFRESHING FRUIT LATA DRAGON FRUIT 24/500ML,Bebidas,Refreshing Fruit,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/13_1107,13,810118991448,Caja x24,28.99
REFRESHING FRUIT LATA GUANABANA 24/500ML,Bebidas,Refreshing Fruit,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/127_1101,127,810118991417,Caja x24,28.99
REFRESHING FRUIT LATA GUAYABA 24/500ML,Bebidas,Refreshing Fruit,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/9_1102,9,810118991424,Caja x24,28.99
REFRESHING FRUIT LATA HORCHATA CANELA 24/500ML,Bebidas,Refreshing Fruit,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/129_1125,129,810118991516,Caja x24,39.99
REFRESHING FRUIT LATA HORCHATA DE MORRO 24/500ML,Bebidas,Refreshing Fruit,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/130_1126,130,810118991523,Caja x50,39.99
REFRESHING FRUIT LATA LYCHEE 24/500ML,Bebidas,Refreshing Fruit,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/14_1108,14,810118991462,Caja x24,28.99
REFRESHING FRUIT LATA MANGO 24/500ML,Bebidas,Refreshing Fruit,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/10_1103,10,810118991394,Caja x24,28.99
REFRESHING FRUIT LATA MARACUYA 24/500ML,Bebidas,Refreshing Fruit,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/11_1104,11,810118991400,Caja x24,28.99
REFRESHING FRUIT LATA PAPAYA 24/500ML,Bebidas,Refreshing Fruit,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/12_1106,12,810118991455,Caja x24,28.99
REFRESHING FRUIT LATA PEACH 24/ 500 ML.,Bebidas,Refreshing Fruit,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/8_1100,8,810118990045,Caja x24,28.99
REFRESHING FRUIT LATA PINA 24/500ML,Bebidas,Refreshing Fruit,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/128_1105,128,810118991431,Caja x24,28.99
REFRESHING FRUIT LATA TAMARIND JUICE 24/450ML,Bebidas,Refreshing Fruit,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/15_1109,15,810118992803,Caja x24,28.99
REFRESHING FRUIT LATA TROPICAL PUNCH 24/ 500 ML.,Bebidas,Refreshing Fruit,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/6_1098,6,810118990021,Caja x24,28.99
REFRESHING FRUIT LATA ZAPOTE/MAMEY 24/ 500 ML.,Bebidas,Refreshing Fruit,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/7_1099,7,810118990038,Caja x24,28.99
REFRESHING FRUIT LYCHEE ICED TEA 12/ 470 ML.,Bebidas,Refreshing Fruit,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/263_1152.jpg,263,810118992421,Caja x12,24.29
REFRESHING FRUIT MANGO ICED TEA 12/ 470 ML.,Bebidas,Refreshing Fruit,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/264_1153.jpg,264,810118992438,Caja x12,24.29
REFRESHING FRUIT MANGO/CARROT JUICE 8/25.4 OZ,Bebidas,Refreshing Fruit,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/47_1201,47,850026673173,Caja x8,13.95
REFRESHING FRUIT MOTAS DE GUANABANA (DOYPACK WITH ZIPPER) 12/454GR,Congelados,Refreshing Fruit,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/292_8607.png,292,810118993077,Caja x12,57.13
REFRESHING FRUIT NATA BANANA 12/ 490 ML.,Bebidas,Refreshing Fruit,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/29_1171,29,81011991134,Caja x12,28.00
REFRESHING FRUIT NATA GUANABANA 12/ 490 ML.,Bebidas,Refreshing Fruit,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/28_1170,28,8101189911278,Caja x12,28.00
REFRESHING FRUIT NATA MANGO 12/ 290 ML.,Bebidas,Refreshing Fruit,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/32_1174,32,810118990403,Caja x12,17.72
REFRESHING FRUIT NATA MANGO 12/ 490 ML.,Bebidas,Refreshing Fruit,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/35_1178,35,810118990441,Caja x12,28.00
REFRESHING FRUIT NATA ORIGINAL 12/ 290 ML.,Bebidas,Refreshing Fruit,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/30_1172,30,810118990380,Caja x12,17.72
REFRESHING FRUIT NATA ORIGINAL 12/ 490 ML.,Bebidas,Refreshing Fruit,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/33_1176,33,810118990427,Caja x12,28.00
REFRESHING FRUIT NATA PAPAYA 12/ 490 ML.,Bebidas,Refreshing Fruit,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/27_1169,27,810118991110,Caja x12,28.00
REFRESHING FRUIT NATA PINA 12/ 490 ML.,Bebidas,Refreshing Fruit,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/26_1168,26,810118991103,Caja x12,28.00
REFRESHING FRUIT NATA STRAWBERRY 12/ 290 ML.,Bebidas,Refreshing Fruit,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/31_1173,31,810118990397,Caja x12,17.72
REFRESHING FRUIT NATA STRAWBERRY 12/ 490 ML.,Bebidas,Refreshing Fruit,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/34_1177,34,810118990434,Caja x12,28.00
REFRESHING FRUIT ORANGE JUICE 24/450ML,Bebidas,Refreshing Fruit,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/16_1110,16,810118992810,Caja x24,35.95
REFRESHING FRUIT ORANGE/CARROT JUICE 8/25.4 OZ,Bebidas,Refreshing Fruit,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/48_1202,48,850026673159,Caja x8,13.95
REFRESHING FRUIT PEACH ICED TEA 12/ 470 ML.,Bebidas,Refreshing Fruit,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/262_1151.jpg,262,810118992445,Caja x12,24.29
REFRESHING FRUIT PEACH/CARROT JUICE 8/25.4 OZ.,Bebidas,Refreshing Fruit,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/52_1206,52,850026673166,Caja x8,13.95
REFRESHING FRUIT PINEAPPLE/CARROT JUICE 8/25.4 OZ,Bebidas,Refreshing Fruit,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/49_1203,49,850026673197,Caja x8,13.95
REFRESHING FRUIT PULPA MARACUYA CON SEMILLAS (DOYPACK WITH ZIPPER) 12/454GR,Congelados,Refreshing Fruit,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/285_8608.png,285,810118993084,Caja x12,57.13
REFRESHING FRUIT PULPA MORA (DOYPACK WITH ZIPPER) 12/454GR,Congelados,Refreshing Fruit,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/293_8609.png,293,810118993091,Caja x12,57.13
REFRESHING FRUITLATA ZERO SUGAR MANGO LEMONADE 24/490ML,Bebidas,Refreshing Fruit,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/369_1216.jpg,369,810118993251,Caja x24,28.99
REFRESHING FRUITLATA ZERO SUGAR PASSION FRUIT LEMONADE 24/490ML,Bebidas,Refreshing Fruit,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/370_1218.jpg,370,810118993251,Caja x24,28.99
REFRESHING FRUITLATA ZERO SUGAR STRAWBERRYLEMONADE 24/490ML,Bebidas,Refreshing Fruit,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/371_1217.jpg,371,810118993268,Caja x24,28.99
RF BARRILITO HOT MIX  1/14.5OZ /CJ 11,Dulces,Refreshing Fruit,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/226_6412,226,810118990588,Por unidad,5.88
RF BARRILITO MIX 1/14.5OZ / CJ11,Dulces,Refreshing Fruit,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/225_6411,225,810118990571,Por unidad,5.88
RF CHAMOY MANGO RIM DIP 1/ 7.25 OZ (206 GR)/CJ16,Dulces,Refreshing Fruit,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/231_6456,231,810118990892,Por unidad,4.20
RF CHAMOY RIM DIP  1/ 7.25 OZ (206 GR)/CJ16,Dulces,Refreshing Fruit,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/232_6457,232,810118990892,Por unidad,4.20
RF GOMA PICANTE BEARS  1/7.25 OZ (206 GR)/CJ 16,Dulces,Refreshing Fruit,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/227_6450,227,810118990830,Por unidad,4.20
RF GOMA PICANTE BEARS (BOLSA) 1 PK. 6/ 3.1 OZ,Dulces,Refreshing Fruit,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/236_6462,236,810118992254,Por unidad,12.17
RF GOMA PICANTE MANGO (BOLSA) 1 PK. 6/ 3.1 OZ,Dulces,Refreshing Fruit,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/234_6460,234,810118992261,Por unidad,12.17
RF GOMA PICANTE MANGO 1/ 7.25 OZ (206 GR)/CJ 16,Dulces,Refreshing Fruit,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/228_6451,228,810118990885,Por unidad,4.20
RF GOMA PICANTE PEACH 1 / 7.25 OZ (206 GR) /CJ16,Dulces,Refreshing Fruit,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/229_6452,229,810118990878,Por unidad,4.20
RF GOMA PICANTE PINEAPPLE (BOLSA) 1 PK. 6/ 3.1 OZ,Dulces,Refreshing Fruit,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/233_6459,233,810118992285,Por unidad,12.17
RF GOMA PICANTE WATERMELON (BOLSA) 1 PK. 6/ 3.1 OZ,Dulces,Refreshing Fruit,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/235_6461,235,810118992278,Por unidad,12.17
RF GOMA PICANTE WATERMELON 1/ 7.25 OZ (206 GR)/CJ16,Dulces,Refreshing Fruit,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/230_6455,230,810118990861,Por unidad,4.20
RICA SULA CHURROS FUTBOLITO 36/80 GR,Snacks y Botanas,Rica Sula,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/171_6280,171,730406000457,Caja x36,37.56
RICA SULA GOLAZO 36/80 GR,Snacks y Botanas,Rica Sula,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/172_6281,172,730406003946,Caja x36,38.16
RICA SULA PLATANITO (TAJADA SOLA) 36/150 GR,Snacks y Botanas,Rica Sula,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/173_6282,173,730406001010,Caja x36,74.37
Rue / Ruda 12CT,Frutas y Vegetales Frescos,PO Vida,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/505_CTD-1169-Rue%20Ruda%2012CT.jpg,505,4733,Caja x12,23.07
SALTIN CRACKERS PACK 12/7.05 OZ,Snacks y Botanas,SALTIN,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/378_CTD-1049.jpeg,378,0200-47416-051824,Caja x12,23.55
SALTIN Q&M; CRACKERS PACK 12/7.93 OZ,Snacks y Botanas,SALTIN,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/379_CTD-1050.jpeg,379,0200-47416-052968,Caja x12,23.55
SALTIN WHEAT CRACKERS PACK 12/9.73OZ,Snacks y Botanas,SALTIN,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/381_CTD-1051.jpeg,381,0200-47416-051961,Caja x12,23.87
San Marcos Whole Jalapeno Peppers 26 oz.,Conservas,San Marcos,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/209_CTD%20-1004.jpg,209,74234991120,Por unidad,16.97
Sand Pear 32CT,Frutas y Vegetales Frescos,,,541,CTD-1205,,33.47
Sello Rojo Fuerte 6/10oz GRD,Abarrotes,SELLO ROJO,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/399_CTD-1069.jpeg,399,0100-17202-103627,Caja x6,43.97
SELLO ROJO GROUND COFFEE TRADICIONAL 5/16OZ,Abarrotes,SELLO ROJO,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/401_CTD-1071.jpeg,401,0100-17202-005297,Caja x5,54.29
Sello Rojo Intenso 6/10oz GRD,Abarrotes,SELLO ROJO,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/400_CTD-1070.jpeg,400,0100-17202-103641,Caja x6,43.97
Sello Rojo Tradicional 6/10oz GRD,Abarrotes,SELLO ROJO,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/398_CTD-1052.jpeg,398,0100-17202-201392,Caja x6,43.97
SENORIAL CHOBIX BARBECUE 12/100GRS,Snacks y Botanas,Senorial,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/343_6244.jpg,343,081537305974,Caja x12,22.56
SENORIAL CHOBIX CHIPOTLE 12/100GRS,Snacks y Botanas,Senorial,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/344_6245.jpg,344,081537305967,Caja x12,22.56
SHAKA LAKA CHOCOLATE 24X200 ML,Bebidas,Shaka laka,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/339_1550.jpg,339,740100507315,Caja x24,21.84
SHAKA LAKA FRESA 24X200 ML,Bebidas,Shaka Laka,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/140_1551,140,7401001507308,Caja x24,21.84
SHAKA LAKA VAINILLA 24X200 ML,Bebidas,Shaka Laka,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/141_1552,141,7401001507278,Caja x24,21.84
Squash Blossom / Flor Calabaza 15CT,Frutas y Vegetales Frescos,,,506,CTD-1170,,46.83
Starfruit 30CT,Frutas y Vegetales Frescos,PO Vida,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/481_CTD-1144-Starfruit%2030CT.jpg,481,4256,Caja x30,28.85
Sugar Cane Green Stick 10CT,Frutas y Vegetales Frescos,,,542,CTD-1206,,20.75
Sugar Cane Red Stick 10CT,Frutas y Vegetales Frescos,,,543,CTD-1207,,21.39
Syrup Black Vanilla 1233.8oz,Frutas y Vegetales Frescos,,,519,CTD-1183,,104.64
Syrup Guanabana 1233.8oz,Frutas y Vegetales Frescos,PO Vida,,520,86459000301,Caja x12,104.64
Syrup Mango Chamoy 1233.8oz,Frutas y Vegetales Frescos,,,521,CTD-1185,,104.64
Syrup Passhion Fruit 1233.8oz,Frutas y Vegetales Frescos,,,522,CTD-1186,,104.64
Syrup Strawberry / Fresa 1233.8oz,Frutas y Vegetales Frescos,PO Vida,,523,86459000304,Caja x12,104.64
Syrup Tamarind 1233.8oz,Frutas y Vegetales Frescos,,,524,CTD-1188,,104.64
Tatuma Squash 36LB,Frutas y Vegetales Frescos,PO Vida,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/566_CTD-1230-Tatuma%20Squash%2036LB.jpg,566,4788,Caja x36,38.73
Thai Banana 35LB,Frutas y Vegetales Frescos,,,453,CTD-1115,,26.02
Thai Chil Green 30LB,Frutas y Vegetales Frescos,,,544,CTD-1208,,92.44
Thai Eggplant 40LB,Frutas y Vegetales Frescos,PO Vida,,446,3090,Caja x40,33.47
Thai Guava 20LB,Frutas y Vegetales Frescos,PO Vida,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/545_CTD-1209-Thai%20Guava%2020LB.jpg,545,4152,Caja x20,57.75
Thyme / Tomillo 12CT,Frutas y Vegetales Frescos,PO Vida,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/507_CTD-1171-Thyme%20Tomillo%2012CT.jpg,507,4907/8-64590-00063-1,Caja x12,21.91
TIKY (PLASTICO) 12/20 OZ,Bebidas,Tiky,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/137_1452,137,7401002303114,Caja x12,23.21
TIKY 24/12OZ (VIDRIO),Bebidas,Tiky,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/307_1266.jpg,307,1266,Caja x24,53.75
TIKY 6/3 LTS,Bebidas,Tiky,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/321_1463.jpg,321,7401002303206,Caja x6,25.47
TOOPS CHOCOLATE 12/ 7.8 OZ. / 220 GR.,Dulces,Toops,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/297_CTD-1018.jpeg,297,7707200710304,Caja x12,34.29
TOOPS DULCE DE LECHE 12/7.8 OZ./ 220 GR.,Dulces,Toops,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/296_CTD-1017.jpeg,296,7707200710311,Caja x12,34.29
TORTILLAS SENORIAL 24/100 GR,Snacks y Botanas,Senorial,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/347_6253.jpg,347,081537305363,Caja x24,42.11
TORTRIX BARBACOA 32/6.35 OZ,Snacks y Botanas,Tortrix,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/166_6250,166,721282300083,Caja x32,69.87
TORTRIX LIMON 32/6.35 OZ,Snacks y Botanas,Tortrix,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/167_6251,167,721282300113,Caja x32,69.87
TORTRIX PICANTE 32/6.35 OZ,Snacks y Botanas,Tortrix,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/346_6252.jpg,346,721282302100,Caja x32,80.23
TORTRIX TACO CHILERO 24/6 OZ,Snacks y Botanas,Tortrix,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/348_6257.jpg,348,721282408383,Caja x24,69.64
TORTRIX TACO SALSA 32/6.35 OZ,Snacks y Botanas,Tortrix,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/345_6249.jpg,345,721282301233,Caja x32,70.20
Tostones Chile Limon Chips 1212.35oz,Frutas y Vegetales Frescos,PO Vida,,470,8-64590-00315,Caja x12,47.99
TROPICAL BANANA 24 X 12 OZ,Bebidas,Tropical,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/279_1267.jpg,279,718603947621,Caja x24,35.00
TROPICAL BANANA 6/2.0 LTS,Bebidas,Tropical,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/322_1464.jpg,322,784562016500,Caja x6,23.50
TROPICAL UVA 24 X 12 OZ,Bebidas,Tropical,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/280_1268.jpg,280,718603947638,Caja x24,32.80
TROPICAL UVA 6/2 LTS,Bebidas,Tropical,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/323_1465.jpg,323,784562014506,Caja x6,23.50
TUMBIS PLATANO SHIPPER 30/350 GR,Snacks y Botanas,Tumbis,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/165_6199,165,744300713095,Caja x30,180.00
Turmerick 30LB,Frutas y Vegetales Frescos,PO Vida,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/555_CTD-1219-Turmerick%2030LB.jpg,555,5804,Caja x30,112.38
Verdolaga 24CT,Frutas y Vegetales Frescos,PO Vida,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/508_CTD-1172-Verdolaga%2024CT.jpg,508,4916,Caja x24,27.86
VIVE 100 SABOR BLUEBERRY 24/500ML,Bebidas,Vive100,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/569_CTD-1234.jpeg,569,CTD-1233,Caja x24,32.86
VIVE100 ORIGINAL 24/500 ML,Bebidas,Vive100,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/316_CTD-1024.jpeg,316,CTD-1024,Caja x24,27.50
W. Murcotts 22LB,Frutas y Vegetales Frescos,,,546,CTD-1210,,31.80
White Dragon Fruit (Blanco) 10LB,Frutas y Vegetales Frescos,,,482,CTD-1146,,35.79
Xoconostle 38LB,Frutas y Vegetales Frescos,PO Vida,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/567_CTD-1231-Xoconostle%2038LB.jpg,567,4478,Caja x38,45.67
Y VIVE 100 SABOR FUZION 24/500ML,Bebidas,Vive100,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/570_CTD-1234.jpeg,570,CTD-1234,Caja x24,32.86
Yame Amarillo / Yellow Yam 40LB,Frutas y Vegetales Frescos,PO Vida,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/556_CTD-1220-Yame%20Amarillo%20%20Yellow%20Yam%2040LB.jpg,556,4818,Caja x40,263.05
Yame Blanco / White Yam 40LB,Frutas y Vegetales Frescos,,,557,CTD-1221,,46.19
Yellow Dragon Fruit (Golden) 10LB,Frutas y Vegetales Frescos,PO Vida,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/483_CTD-1147-Yellow%20Dragon%20Fruit%20%28Golden%29%2010LB.jpg,483,3319,Caja x10,47.43
Yuca / Cassava 35LB,Frutas y Vegetales Frescos,PO Vida,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/558_CTD-1222-Yuca%20Cassava%2035LB.jpg,558,4819/8-64590-00014-3,Caja x35,28.69
YUPI GOLPE LATIN MIX ORIGINAL 17/4.93 OZ,Snacks y Botanas,YUPI,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/425_CTD-1095.jpeg,425,0177-03133-03021 9,Caja x17,42.56
YUPI GOLPE LATIN MIX SPICY BBQ 8/8.81 OZ,Snacks y Botanas,YUPI,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/426_CTD-1096.jpeg,426,0177-03133-01177 5,Caja x8,30.32
YUPI PUFFED CORN 17/3.88 OZ,Snacks y Botanas,YUPI,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/422_CTD-1092.jpeg,422,0177-03133-00815 7,Caja x17,42.56
YUPI RIZADAS LEMON 20/4.05 OZ,Snacks y Botanas,YUPI,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/423_CTD-1093.jpeg,423,0177-03133-07107 6,Caja x20,50.08
YUPI RIZADAS MAYONNAISE 20/4.05 OZ,Snacks y Botanas,YUPI,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/424_CTD-1094.jpeg,424,0177-03133-07109,Caja x20,50.08
